User IP	Timestamp	Latitude	Longitude	Store Category	Store Name	Safety Observations	Useful Information	Place Id	City	Locality	Address	Country	Opening Time	Closing Time	flag	deleted
106.200.212.41	2020-04-07T03:02:17.178Z	12.96789937	77.59483282	Other	Nandu's Chicken		Chicken is good	ChIJ19CxwncWrjsR2MWneoAFlis	Bengaluru		Golden Square, #102, Eden Park, 20, Vittal Mallya Road, Ashok Nagar, Bengaluru, Karnataka 560001, India	India	9:00			
49.207.49.175	2020-04-07T03:05:52.471Z	13.0234034	77.6510571	Grocery	7 Days Super Market		Na	ChIJ5QrhAS0XrjsRP6b7Dj5G1ew	Bengaluru	Chikka Nanjunda Reddy Layout	#14, 7th Cross, Agara Village Road, Nanjappa Garden, Service Road, Babusabpalya, Banaswadi, Chikka Nanjunda Reddy Layout, Bank Avenue Colony, Horamavu, Bengaluru, Karnataka 560043, India	IN	8:35			
106.51.20.253	2020-04-07T03:08:54.927Z	12.972642	77.6792484	Grocery	Star Bazaar	Usually crowded. There’s a big queue right from opening time outside and people don’t maintain safe distance from each other. 	The store is open 8:00AM - 6PM on weekdays and 9:00AM - 7:00PM on weekends. 	ChIJ5VVjNWARrjsRaQmBczN6448	Bengaluru		2, Namjoshi Rd, Vignan Nagar, LBS Nagar, Kaggadasapura, Bengaluru, Karnataka 560037, India	IN	8:00	18:00		
49.207.49.175	2020-04-07T03:12:38.960Z	13.0234034	77.6510571	Grocery	7 Days Super Market		NA	ChIJ5QrhAS0XrjsRP6b7Dj5G1ew	Bengaluru	Chikka Nanjunda Reddy Layout	#14, 7th Cross, Agara Village Road, Nanjappa Garden, Service Road, Babusabpalya, Banaswadi, Chikka Nanjunda Reddy Layout, Bank Avenue Colony, Horamavu, Bengaluru, Karnataka 560043, India	IN	8:35			
106.51.232.51	2020-04-07T03:25:40.840Z	12.9895422	77.6891149	Grocery	More Megastore		Stock availability	ChIJcbTEFnIRrjsRbKdt2LAmHtk	Bengaluru	Mahadevapura	Saraswathi Nagar, B Narayanapura, Mahadevapura, Bengaluru, Karnataka 560016, India	IN	9:15	7:00		
49.205.221.62	2020-04-07T03:47:41.766Z	13.03386021	77.61619765	Other	Beef stall		Beef	ChIJiYMUn2sXrjsRSeo_ULqnQEw	Bengaluru		SPAV Rashad Nagar, Mahbub Nagar, Nagavara 14 th cross, Govindapura Main Rd, Mahbub Nagar, Nagavara, Bengaluru, Karnataka 560045, India	India				
27.7.104.135	2020-04-07T03:51:41.431Z	12.934583	77.629756	Pharmacy	Economic Homoeo Store		All homoeopathy medicine is available	ChIJSQ8Y00IUrjsR_2o_OKm7RQU	Bengaluru		#983 1st Cross, 80ft Peripheral Road, S.T. BED Layout, Koramangala Bangalore, AVS Layout, Koramangala, Bengaluru, Karnataka 560034, India	IN	10:05	21:00		
122.178.229.125	2020-04-07T03:55:42.788Z	12.9351223	77.6231822	Grocery	Sowbhagya Traders		Methi 500 grams, Glue (liquid glue 10 bottles), Bread 2 packets ( white bread)	ChIJycGsy0QUrjsRtWfAiGPKOfI	Bengaluru	KHB Colony	No. 6, 5th Cross Rd, KHB Colony, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India	IN	10:30	20:00		
124.123.107.74	2020-04-07T04:01:45.821Z	12.96309946	77.58918655	Other	appin travel consultants	Physical shop is closed due to lockdown. Can call on 9886748090 for travel related help.. refund issues due to covid etc..	Physical shop is closed due to lockdown. Can call on 9886748090 for travel related help.. refund issues due to covid etc..	ChIJ69kFwt4VrjsR_dGGle2ndh4	Bengaluru		70/1, Kalinga Rao Rd, Srinivas Colony, Sudhama Nagar, Bengaluru, Karnataka 560002, India	India	10:00	18:30		
49.206.11.136	2020-04-07T04:20:28.184Z	13.0323546	77.5764087	Grocery	Reliance fresh Sanjaynagar  main road Bangalore 		8am to 8pm	ChIJTyF6rugXrjsRPq_7JzYk75Q	Bengaluru		No.4, 3Rd Main, Gmr Layout, Gedalahalli, Opp Hospital RMV, Stage 2, Mn Rd, Judicial Colony, Raj Mahal Vilas 2nd Stage, Sanjaynagar, Bengaluru, Karnataka 560094, India	IN	8:00	20:00		
27.97.192.147	2020-04-07T04:23:21.269Z	12.981558	77.604417	Pharmacy	Hareesh Homeo House		German Homeopathy(Reckweg) Medicines available.	ChIJs0kIOxAWrjsRw5Lx60Uyp3s	Bengaluru		1st Floor , 25/3 , M.B. Plaza , Opposite S.B.M ATM , Entrance From The, Passage Of M.B. Plaza & Samudra Hotel, Lady Curzon Road, Tasker Town, Shivaji Nagar, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka 560001, India	IN	9:30			
122.171.236.124	2020-04-07T04:24:54.607Z	13.0335509	77.6379187	Other	Meat World		chicken and pork items	ChIJGwwhGDkXrjsR-QTC8MFZZaA	Bengaluru		Hennur Bagalur Rd, Punappa Layout, HBR Layout, Bengaluru, Karnataka 560043, India	IN				
106.51.107.141	2020-04-07T04:29:06.943Z	12.946862	77.620681	Pharmacy	pradhan mantri aushadhi kendra	Safe location no rush	Always stock available and kind people to arrange the stock.	ChIJmUStbDgUrjsRibLIrGimGcs	Bengaluru		KHB Games Village, Koramangala, Bengaluru, Karnataka 560047, India	IN	10:00	20:00		
180.151.107.182	2020-04-07T04:31:18.948Z	12.9786734	77.6446261	Grocery	M.K.Retail		Stock is available	ChIJVVVV0ZA9rjsRX2haSXLdNlU	Bengaluru		No. 734, Chinmaya Mission Hospital Rd, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India	IN	9:00	18:30		
106.197.241.226	2020-04-07T04:31:49.755Z	13.012784	77.625843	Pharmacy	Medicine Nest		Yes	ChIJ825uVecWrjsRhSjXVZXlrxM	Bengaluru		290, Kariyanapalya, St Thomas Town, Lingarajapuram, Bengaluru, Karnataka 560084, India	IN				
49.207.49.123	2020-04-07T04:38:28.099Z	12.9769748	77.7287505	Grocery	Prakruthi Medical & General Store		Pharmacy and Grocery	ChIJx8Z_hfYRrjsRUQQk52Soxfg	Bengaluru		No. 82, 1st Stage, EPIP Area, Whitefield, KIADB Export Promotion Industrial Area, Whitefield, Bengaluru, Karnataka 560066, India	IN				
223.186.83.10	2020-04-07T04:39:27.917Z	12.9972035	77.5736545	Grocery	Big Bazaar		Stock available	ChIJnZWqqi8WrjsRA6tWsLnBkcA	Bengaluru		Housuja's Mall, Coconut Avenue Road, 166, 5th Cross Rd, Malleshwaram, Bengaluru, Karnataka 560003, India	IN	7:00			
49.205.220.169	2020-04-07T04:39:49.270Z	13.0221271	77.6884702	Pharmacy	Gowri medicals		Good service	ChIJ-9JAAXMRrjsRdew3uxfk9Sg	Bengaluru		14, Varanasi ,Akshayanagar, Thambu Chetty Palya Main Rd, Jinkethimmanahalli, Varanasi, Bengaluru, Karnataka 560016, India	IN	10:00	22:00		
122.179.46.58	2020-04-07T04:47:36.010Z	12.9449298	77.5707537	Grocery	Rama Traders		Ghee	ChIJB_PGH_MVrjsRxNfgfhU1IU8	Bengaluru		N.A.T St, Gandhi Bazaar, Basavanagudi, Gandhi Bazaar, Basavanagudi, Bengaluru, Karnataka 560004, India	IN				
106.197.204.133	2020-04-07T04:55:04.958Z	12.9870726	77.5947284	Other	Infinitea		Bread order 	ChIJE-njW2gWrjsRUNoH91ymG-E	Bengaluru		2, 17/1, Ali Asker Road, Shah Sultan Complex, Cunningham Road, Cunningham Rd, Vasanth Nagar, Bengaluru, Karnataka 560052, India	IN				
122.171.209.225	2020-04-07T04:57:50.020Z	12.9687942	77.6064026	Pharmacy	Model Medical Store	Less	Moderate	ChIJ9wB3_n0WrjsROxfzH5gepKg	Bengaluru		103 & 104, Brigade Road, Ashok Nagar, Bengaluru, Karnataka 560025, India	IN	10:38	9:30		
106.197.217.131	2020-04-07T05:00:02.896Z	13.0013519	77.6235345	Grocery	Basha Departmental Stores		All essentials	ChIJAWhgau8WrjsRBuy8i1g3uYY	Bengaluru		Wheeler Rd Ext, Balaji Layout, Cooke Town, Bengaluru, Karnataka 560005, India	IN	8:00	21:30		
124.123.106.82	2020-04-07T05:14:02.912Z	12.999552	77.6230461	Grocery	Village Super Market		All groceries	ChIJwSCK4u4WrjsRsbYqE1dZzrg	Bengaluru	Cooke Town	No.100, Wheeler Rd Ext, Balaji Layout, Cooke Town, Bengaluru, Karnataka 560005, India	IN				
202.38.182.140	2020-04-07T05:22:41.152Z	12.96047523	77.713672	Grocery	New daily fresh	Safety precaution	Fruits, bread, milks, vegetables are available	ChIJQ8I8CRITrjsRvdhbs1wnwCM	Bengaluru		#1222, Sri Akashya Nilaya, AECS Layout - D Block, AECS Layout, Munnekollal, Bengaluru, Karnataka 560037, India	India	8:00	20:30		
106.206.83.103	2020-04-07T05:23:37.247Z	12.9052831	77.5951529	Grocery	MK Ahmed Supermarket	Queues will be there	Stock availability	ChIJD9sRtRAVrjsR1EQe-36bRG0	Bengaluru		No.119, 2nd Cross 20th Cross Road near Delmia Circle, Dollar Layout, Phase 4, J. P. Nagar, Bengaluru, Karnataka 560078, India	IN	8:30	17:00		
150.129.88.202	2020-04-07T05:27:53.910Z	13.0044365	77.5786761	Pharmacy	Janhavi Medicals		Medicine 	ChIJ57azNzEWrjsR-dH9FMqtcH4	Bengaluru		42, 2nd Main Rd, Vyalikaval, Kodandarampura, Malleshwaram, Bengaluru, Karnataka 560003, India	IN				
157.45.210.215	2020-04-07T05:28:10.904Z	12.9266621	77.6375411	Clinic	V-Care Pet PolyClinic		Pet 	ChIJfY3qF04UrjsRCX9LQkIVcXY	Bengaluru		1st Main Cross, Jakkasandra, 1st Block Koramangala, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India	IN	10:00	8:00		
223.186.142.48	2020-04-07T05:29:32.920Z	12.9914416	77.5545753	Grocery	Variar Bakery		Payment to make	ChIJufjTM_M9rjsRE-_5DgJdnm4	Bengaluru		2nd Block 68, 12th Main Road, 36th Cross Rd, 2nd Block, Rajajinagar, Bengaluru, Karnataka 560010, India	IN				
150.129.88.202	2020-04-07T05:30:10.610Z	13.0044365	77.5786761	Pharmacy	Janhavi Medicals		Medicine	ChIJ57azNzEWrjsR-dH9FMqtcH4	Bengaluru		42, 2nd Main Rd, Vyalikaval, Kodandarampura, Malleshwaram, Bengaluru, Karnataka 560003, India	IN				
106.51.242.34	2020-04-07T05:41:35.876Z	12.978272	77.542864	Other	Deluxe Mutton Shop		Mutton shop	ChIJSQC25eg9rjsR3720uzLrcTo	Bengaluru		#60/27 Magadi Main Road dasara Hali, Govindaraja Nagar Ward, MC Layout, Vijayanagar, Bengaluru, Karnataka 560079, India	IN				
49.206.12.68	2020-04-07T05:41:57.127Z	12.87652691	77.54451887	Grocery	DMart	Must wear a mask while shopping here.  They let people in in batches of 20 every 20 minutes.	Helpful staff. Good for buying bulk supplies.	ChIJs7-k2fU_rjsRrZhyyKTIC7g	Bengaluru	Bayyanapalya	1/2, Kanakapura Rd, Bayyanapalya, Vajarahalli Village, Talaghattapura, Bengaluru, Karnataka 560062, India	India				
106.206.29.216	2020-04-07T05:43:49.155Z	12.8850881	77.5824361	Pharmacy	Ayurcare	No crowd	Yes	ChIJg_KPgIwVrjsRnGDdHoHv_ls	Bengaluru		Shop No.69/70, Gaurav Nagar, Opp, MEDPlus pharmacy, Kothnur Main Rd, RBI East Layout, JP Nagar 7th Phase, Bengaluru, Karnataka 560078, India	IN	9:00	20:00		
49.207.53.240	2020-04-07T05:44:55.875Z	12.9728224	77.6266536	Pharmacy	Siddhanth Medicals		Medicines, pet food, dry fruits and nuts, daily essentials	ChIJJ-7C6Z4WrjsR_va08lookwk	Bengaluru		No.19, 1, Cambridge Rd, Cambridge Layout, Halasuru, Bengaluru, Karnataka 560008, India	IN				
49.206.9.131	2020-04-07T05:49:38.063Z	12.966286	77.4010714	Grocery	Easyday Club-Bengaluru-Magadi Road		Grocery	ChIJufsnVE07rjsR0DUaqYQo0sw	Bengaluru		No 18/1, Opposite Raheja Apartment, Thimmenahalli, Magadi Main Rd, Govindarajanagar, Bengaluru, Karnataka 560040, India	IN				
106.206.56.241	2020-04-07T05:50:16.643Z	12.9646855	77.5928571	Pharmacy	Shree Nidhi Pharma		Pharmacy	ChIJ2djretgVrjsRxQudwkOeBZw	Bengaluru		12, 12th Cross Rd, Sampangi Rama Nagara, Sampangi Rama Nagar, Bengaluru, Karnataka 560027, India	IN				
103.195.203.150	2020-04-07T05:50:33.333Z	12.9266621	77.6375411	Clinic	V-Care Pet PolyClinic		Medicine	ChIJfY3qF04UrjsRCX9LQkIVcXY	Bengaluru		1st Main Cross, Jakkasandra, 1st Block Koramangala, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India	IN	10:00	8:00		
223.226.118.252	2020-04-07T05:54:56.116Z	12.9641891	77.5711443	Grocery	Sujatha Traders		All groceries	ChIJE9wAD_0VrjsRicmOSo-1Wm4	Bengaluru		Shop No:#42, 3rd Main Rd, Ranasinghpete, New Tharagupet, Bengaluru, Karnataka 560002, India	IN	10:00	17:30		
103.5.133.150	2020-04-07T05:58:02.883Z	12.9370812	77.5756153	Pharmacy	Balaji Medicals		Pet medicine	ChIJNbdJl5EVrjsRwwss6vd8ph8	Bengaluru		Shop No. 21/83, Ramachandra Arcade, South End Road, Tata Silk Farm, Basavanagudi, Basavanagudi, Bengaluru, Karnataka 560004, India	IN				
49.206.6.213	2020-04-07T05:59:13.217Z	12.93092269	77.58220028	Grocery	N super market		Old Nilgiris store	ChIJ9yZTSZgVrjsRrFTPNL4YP-Y	Bengaluru	Jayanagar East	N V S Complex, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560041, India	India				
223.186.152.87	2020-04-07T06:07:45.388Z	12.9657758	77.6074843	Grocery	All Saints’ Church	Yes	Yes 	ChIJG4eRMtUVrjsROsLRSvWRnwo	Bengaluru		No. 1, Hosur Rd, Ashok Nagar, Richmond Town, Bengaluru, Karnataka 560025, India	IN	11:36	20:36		
223.226.78.140	2020-04-07T06:07:55.967Z	12.97176249	77.63586888	Pharmacy	Guru Ganesh pharmacy	Distance in queue	Not sure of exact timing, but the pharmacy can source any medicines in case the item is not available	ChIJtSc916AWrjsRlQNPtC5WfAo	Bengaluru		3143, Shirdi Sai Baba Mandir Rd, Eshwara Layout, Indiranagar, Bengaluru, Karnataka 560038, India	India	10:00	20:00		
157.45.113.91	2020-04-07T06:10:05.822Z	12.923326	77.6122897	Grocery	Swaraj Hypermarket		All requirements are available 	ChIJx4Hd8lUUrjsRrgbbzBC9zIg	Bengaluru	Tavarekere	1st A Cross, Chocolate Factory Rd, Tavarekere, Cashier Layout, 1st Stage, BTM Layout 1, Bengaluru, Karnataka 560029, India	IN	8:30	8:30		
27.7.6.43	2020-04-07T06:16:44.225Z	12.9125642	77.6366449	Grocery	M.K Ahmed Supermart		Hh	ChIJ85_xzGEUrjsRjb4eMg2rhJg	Bengaluru		58/59, 12th Main, 17th Cross, 6th Sector, H.S.R.layout, Sector 6, HSR Layout, Bengaluru, Karnataka 560034, India	IN				
122.182.204.50	2020-04-07T06:20:43.090Z	12.913182	77.598273	Pharmacy	Kurias Earth Ayurveda Multispecialty Centre	no crowd	stocks available	ChIJ3_Ba-p0VrjsR6PPkjv6lDZM	Bengaluru		291, 2nd Main Rd, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India	IN	8:15	18:30		
106.201.119.57	2020-04-07T06:26:41.933Z	12.8716212	77.6165065	Pharmacy	Kottakkal Arya Vaidya Sala		Plz pickup ayurvedic medicine from Kottakkal Arya Vaidya Sala, Akshaya Nagar  Mobile: 09886465296	ChIJ-eExfS5rrjsRrfKz2ooLp8k	Bengaluru		14/2/3,DLF New Town,Near Ganesh Temple,Akshaya Nagar, Akshaya Vana, Akshayanagar, Bengaluru, Karnataka 560068, India	IN	11:00	21:00		
122.172.178.22	2020-04-07T06:35:55.536Z	12.9132655	77.6255704	Grocery	Vishal Mega Mart		For grocery 	ChIJZ5en6sEUrjsRCLui75Z2zkQ	Bengaluru		No. 31/9, Krimson square, Near Central Silk Board, Junction, Hosur Rd, Muneswara Nagar, Sector 6, Bommanahalli, Bengaluru, Karnataka 560068, India	IN	10:00	20:00		
59.88.192.55	2020-04-07T06:38:07.770Z	13.0090795	77.6499114	Grocery	Top in town hyper bazaar banasawadi		A	ChIJ3baEhtMWrjsRqV8Rtm6XKFQ	Bengaluru		244, 4, 4th Main Rd, Chikka Banaswadi, OMBR Layout, Banaswadi, Bengaluru, Karnataka 560043, India	IN	22:00	18:30		
49.206.12.233	2020-04-07T06:45:07.053Z	12.9700866	77.6408065	Restaurant	Magnolia Bakery		Banana pudding	ChIJaT7iTHoXrjsR398HlKs1S0g	Bengaluru		No. 788, J.K. Plaza, 12th Main Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560038, India	IN	12:00	21:00		
122.171.220.22	2020-04-07T06:52:38.609Z	12.907747	77.635644	Pharmacy	Prashanthi Ayurvedic Centre®		Prashanthi Ayurvedic Centre	ChIJLaPm75MUrjsRfS6vmcO-x4g	Bengaluru		# 562, Ganesha Krupa, Opp: Central Bank of India Near Mangammanapalya, Bus Stop, 10th Main Rd, 7th Sector, HSR Layout, Bengaluru, Karnataka 560102, India	IN				
27.59.122.193	2020-04-07T07:01:14.123Z	12.9367451	77.6104246	Grocery	Star Hyper	Safety precautions adhered 	Everything available 	ChIJWa26AU0UrjsRRe4MMrkenyo	Bengaluru		HM Vibha Towers, 30/1, Main Rd, 7th Block, Koramangala, Bengaluru, Karnataka 560029, India	IN	12:00	20:00		
223.237.193.159	2020-04-07T07:11:51.581Z	13.0270864	77.5791673	Grocery	Namadhari Fresh		Fresh fruits & vegetables	ChIJL2M4nsYXrjsRTZSNL35YMjU	Bengaluru		126, 80 Feet Rd, MET Layout, Ashwath Nagar, Sanjaynagar, Bengaluru, Karnataka 560094, India	IN				
223.237.227.195	2020-04-07T07:15:08.259Z	13.0118222	77.6253198	Grocery	New Shoba Stores		Stock availability 	ChIJpawg7eEWrjsRZsfsAvLf4FA	Bengaluru	Next To	Joy Bhavan, 40, Hennur Main Rd, Next To, St Thomas Town, Lingarajapuram, Bengaluru, Karnataka 560084, India	IN				
157.49.250.35	2020-04-07T07:16:09.015Z	12.922192	77.6652711	Grocery	Happy Land	Queues, allowing around 10-12 people at a time.	Biscuits, stationary available. Milk you'll get jf youre lucky. 	ChIJL2-OfHcTrjsRvmWFuKlHslk	Bengaluru		6th Main Rd, Ibblur, Green Glen Layout, Bellandur, Bengaluru, Karnataka 560102, India	IN	10:00	22:00		
157.49.204.232	2020-04-07T07:16:55.814Z	12.9106733	77.6099533	Other	RPA-Stores(Cigarettes Wholesale)		Cigarettes 	ChIJmcyz2uIUrjsREbnY9Zd00g4	Bengaluru		16th Main Rd, MCHS Colony, Stage 2, BTM 2nd Stage, Bengaluru, Karnataka 560076, India	IN	21:36	23:00		
157.49.137.181	2020-04-07T07:17:23.583Z	13.09338491	77.58360965	Grocery	Loyal city	Mask	Stock available	ChIJ8QD-nmcYrjsRQ51ZiZP1mKc	Bengaluru	Sector A	242, 14th A Cross Rd, Sector A, Yelahanka Satellite Town, Yelahanka New Town, Bengaluru, Karnataka 560064, India	India	7:30	14:00		
112.133.251.140	2020-04-07T07:18:09.146Z	12.95927691	77.64542461	Grocery	Sagar		Yes	ChIJFf7ImwUUrjsR3DhKl1AcyKs	Bengaluru		22, HAL Old Airport Rd, ISRO Colony, Domlur, Bengaluru, Karnataka 560008, India	India	10:47	10:47		
112.133.251.140	2020-04-07T07:19:42.698Z	12.9579065	77.6447488	Pharmacy	Sagar Pharmacy		Yes	ChIJeZTngw8UrjsRIXs0dN8-b24	Bengaluru		Bengaluru,, Domlur, Bengaluru, Karnataka 560071, India	IN	10:00	10:00		
171.61.71.201	2020-04-07T07:21:50.847Z	12.980391	77.6784333	Grocery	M R Grocery	Circled marks for queue 	Vegetables and groceries	ChIJuQoUsGcRrjsRdWBVjRdK-gw	Bengaluru	Kondappa Layout	#46, 29th Cross Rd, near Little Elly, Kondappa Layout, Balaji Layout, Kaggadasapura, Bengaluru, Karnataka 560093, India	IN	10:00	21:00		
223.186.106.181	2020-04-07T07:34:20.421Z	12.9734944	77.6203863	Grocery	Foodhall@1 MG		Grocery	ChIJW9gJo5wWrjsRB4zRMv0Nu-o	Bengaluru		Level 4, 1 MG Road Mall, Trinity Circle, M. G. Road, Someshwarpura, Halasuru, Bengaluru, Karnataka 560008, India	IN				
183.82.186.46	2020-04-07T07:39:14.732Z	13.0311209	77.62733337	Restaurant	Coffee Mechanics	Only Take Aways and Deliveries, Limited Staff , Contact less pick up, Hand Sanitizer. Face Masks for all staff.	Freshly Roasted Coffee Grounds and Beverages.	ChIJD_KwKRQXrjsRCF-NN7oazys	Bengaluru		254, 3rd Main Rd, 1st Stage, Ashwath Nagar, HBR Layout, Bengaluru, Karnataka 560043, India	India	11:00	20:00		
43.247.159.5	2020-04-07T07:42:20.310Z	12.9708345	77.5422727	Grocery	himadri ice creams		Ice creams	ChIJxZAQCtk9rjsRkXddi24tUCU	Bengaluru	SBI Staff Colony	456, 8th Main Rd, SBI Staff Colony, Hoshalli Extension, Stage 1, Vijayanagar, Bengaluru, Karnataka 560040, India	IN				
125.99.227.210	2020-04-07T07:46:11.596Z	12.91062	77.6063275	Grocery	Homeneeds Supermarket		All	ChIJu6yaCf0UrjsRLR5NvLzo5fg	Bengaluru		No. 52, Reva Heights, 14th Cross Road, 7th Main Rd, Mahadeshwara Nagar, Stage 2, BTM 2nd Stage, Bengaluru, Karnataka 560076, India	IN				
106.217.197.128	2020-04-07T07:46:39.596Z	13.0550605	77.6008236	Grocery	Iyyanar Vegetable shop		Vegetables	ChIJcaIHpIsXrjsRD9bMgI9R2I0	Bengaluru	Varma Layout	Dasarahalli Main Rd, Varma Layout, Sector B, Bhuvaneswari Nagar, Byatarayanapura, Bengaluru, Karnataka 560092, India	IN				
106.51.23.125	2020-04-07T07:47:33.535Z	12.9147089	77.651649	Grocery	Multiplex		Groceries 	ChIJbyrNw4IUrjsR5BrWsWlwVH8	Bengaluru		2624, 27th Main Rd, near Police Station, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India	IN				
106.206.80.64	2020-04-07T08:13:11.246Z	12.912388	77.6433372	Grocery	Madhuloka Liquor Boutique		J	ChIJKbiuupoUrjsRqxDUzGq9yNo	Bengaluru		441, Ground Floor, 17th Cross Road, Sector 4, HSR Layout, Bengaluru, Karnataka 560102, India	IN				
106.51.22.225	2020-04-07T08:16:01.005Z	12.91123175	77.63798987	Grocery	Organic Mandya store		Fruits and vegetables 	ChIJ9eaLlJEUrjsRv2_iFs_3KQQ	Bengaluru		1657A, 13th Main Rd, Sector 7, HSR Layout, Bengaluru, Karnataka 560102, India	India	20:00	19:30		
223.226.20.16	2020-04-07T08:17:39.540Z	13.0316004	77.6357278	Grocery	Reliance Fresh		No	ChIJrcajqD4XrjsRz2qBailvsnA	Bengaluru		4th Block, 184, Hennur Village Rd, HBR Layout 4th Block, HBR Layout, Bengaluru, Karnataka 560043, India	IN				
122.167.115.209	2020-04-07T08:24:54.512Z	12.9422434	77.6228533	Other	Aubree @Koramangala	Bring safely 	Its cake	ChIJvyo5-4UVrjsRQiDnQJCyuXY	Bengaluru		421/A, Ground Floor, 80 Feet Rd, 6th Block, Koramangala, Bengaluru, Karnataka 560047, India	IN	15:00	16:00		
106.51.233.220	2020-04-07T08:26:09.127Z	12.9956195	77.6863093	Grocery	City Mini super market		Open	ChIJ2TCFGbURrjsRBxSeiaZ-jkk	Bengaluru		25, 2nd Cross, 6th Main Rd, Kamadhenu Nagar, B Narayanapura, Mahadevapura, Bengaluru, Karnataka 560016, India	IN	9:00	17:00		
124.123.81.153	2020-04-07T08:28:19.199Z	12.9220365	77.6107112	Grocery	Mythri Mart Super Market		Decent stocks	ChIJ_9aJgv8UrjsR6PPfCAQHRHM	Bengaluru	Tavarekere	103, anjanadri building, near thavarekere buss stop, Muniyallapa Layout, Tavarekere, Cashier Layout, 1st Stage, BTM Layout 1, Bengaluru, Karnataka 560029, India	IN				
180.151.124.219	2020-04-07T08:28:22.757Z	12.9326843	77.631655	Grocery	Urban Kirana Koramangala		Built-up	ChIJC51k9k8VrjsRf-HAAc3ERlw	Bengaluru		19, Sogo Iris, 1st Floor, Besides Incubex, S.T. Bed, Koramangala 4th Block, Koramangala, Bengaluru, Karnataka 560095, India	IN	10:00	10:00		
49.206.0.26	2020-04-07T08:38:21.475Z	12.9334169	77.6966952	Grocery	Sansar Super market		Stock are available	ChIJ5UTwiKwTrjsRe6yTZq6Uj60	Bengaluru		Kaverappa Layout, Kadubeesanahalli, Bengaluru, Karnataka 560103, India	IN				
171.61.114.91	2020-04-07T08:39:27.372Z	12.995064	77.6972306	Pharmacy	Mass pharma		Pharmacy	ChIJ20yE0woRrjsR_cUY-eNlqxs	Bengaluru	Mahadevapura Layout	# i. s. complex, 1st main road, R.H.B. colony, Mahadevapura, Mahadevapura Layout, RHB Colony, Mahadevapura, Bengaluru, Karnataka 560048, India	IN				
106.51.29.95	2020-04-07T08:49:25.899Z	12.9373865	77.5719083	Pharmacy	Vaibhav's Ayurvedic World,  # 67 Shop no 4 South Avenue Complex Nagasandra Circle, DVG Road, Basavanagudi, Bengaluru, Karnataka 560004		Stock available 	ChIJewQac44VrjsRNdwidWtnE6Q	Bengaluru		# 67 Shop no 4 South Avenue Complex Nagasandra Circle, DVG Road, Basavanagudi, Bengaluru, Karnataka 560004, India	IN	9:30	22:00		
27.97.21.250	2020-04-07T09:00:24.101Z	12.999552	77.6230461	Grocery	Village Super Market		Groceries available	ChIJwSCK4u4WrjsRsbYqE1dZzrg	Bengaluru		No.100, Wheeler Rd Ext, Balaji Layout, Cooke Town, Bengaluru, Karnataka 560005, India	IN				
49.207.51.17	2020-04-07T09:00:50.897Z	13.00816	77.652198	Pharmacy	MedPlus Kasturi Nagar Ombr		Medicine for senior citizen 	ChIJeYimatMWrjsR8lN90L4q5Hc	Bengaluru		No 4M, 355, 4th Cross Rd, Next to Shiva Parvathi Kalyana Mandapam, OMBR Layout, Kasturi Nagar, Bengaluru, Karnataka 560016, India	IN	9:29	9:29		
157.45.57.67	2020-04-07T09:07:11.306Z	12.915124	77.562299	Grocery	EASY SHOPPING MART		Available	ChIJM0pTAX4VrjsRsPCq-80y-Z0	Bengaluru		#385 12th cross bendrenagar kadirenahalli circle banashankari 560070, Kadarenahalli, Banashankari, Bengaluru, Karnataka 560070, India	IN	9:00	6:00		
